Шоколадница;Десерты;70919cda-37f7-bb67-ad80-4fe0312b4bd6
Шоколадница;Холодные напитки;45419d7e-2455-bbb6-9abb-bc85c54fc529
Шоколадница;Детское меню;5225c632-b66e-9e50-6763-72d6071291b2
Шоколадница;Добавки и соусы;a1345381-36d6-ebf2-0b90-071ea17df732
Шоколадница;С любовью от Шоко;f64964d4-b96a-3b27-401b-9bb8a86aabb8
Хачапури;Готовьте дома;9b831ad2-9f90-8127-03f2-896ddc752a4b
Хачапури;Хачапури и хлеб;558e1cc7-b525-9bca-1e79-6ee1f74c0c44
Хачапури;Холодные закуски;8476a7ff-25c4-68af-5dcc-3a530c41984e
Хачапури;Соусы;e38e27e9-7110-3113-2d42-6efb006e3bcf
Хачапури;Десерты от шеф-кондитера;81df0561-d790-95a3-1e2f-849096be5d64
Хачапури;Хинкали;621a8563-ebc5-d4e7-c9bc-6be08265419b
Хачапури;Гарниры и горячие закуски;263f52a3-5864-b6aa-6744-9a1c1f82810d
Хачапури;Горячие блюда;7bfe51b5-b82c-2c7a-4f25-3f01723bde65
Хачапури;Шашлыки;c9527100-129f-5a0e-a896-2bc74be4d56f
Хачапури;Салаты;eedc4309-e20c-0687-a2e4-393359091aa3
Хачапури;Супы;0c492e3d-7027-d8d7-cb52-8415ca14c4a1
Хачапури;Завтраки;850d3169-2a5a-06ba-6b05-1f6b0284f35d
Хачапури;Детское меню;88584fd0-26a6-3fa4-b567-21be012c1da6
Хачапури;Безалкогольные и газированные напитки;d2c6f790-bca2-0d23-68d8-a184cf308a53
Хачапури;Дополнительные услуги;b9c436ac-eaad-4f82-ed6c-f36087fe2bab
Mr. Ливанец;Маза;19a0e81f-d240-fbfa-143e-8504180deb2f
Mr. Ливанец;Салаты;fb0f2984-5a7c-8025-f23a-5edf008801cf
Mr. Ливанец;Холодные закуски;3c2ae294-a91a-b762-6eea-629d6d6a296d
Mr. Ливанец;Горячие закуски;62413947-ee98-a9e3-febe-f4fb872e3e56
Mr. Ливанец;Супы;41a6bedd-e183-ee77-68cd-d3367616e5a7
Mr. Ливанец;Горячие блюда;5bfe8b33-f5e7-7550-9196-bef7ca7f7005
Mr. Ливанец;Машауи;32b262bd-b4fb-dd6e-0a56-a324dc8e481e
Mr. Ливанец;Лаффа;84af9b06-69f6-6017-b1fd-4b2da567707a
Mr. Ливанец;Шаурма;1cacc930-bdb5-ae2d-f7a2-a0a16555a17c
Mr. Ливанец;Гарниры;575dd775-216c-3ea0-9009-4f1c1c68558f
Mr. Ливанец;Соусы;33f6e91c-0ba5-6d69-f133-8f027fa221d4
Mr. Ливанец;Десерты;7ffeecaa-95e4-59e4-5569-a4d781bbde07
Mr. Ливанец;Напитки;486b08cb-5c39-6f5f-c6ed-b8d61d062cb1
Ketch Up;Весеннее меню;5b58f113-b158-0c42-285e-bb71e03c8dea
Ketch Up;Закуски;d99a922c-bdcc-0b25-a677-a7e24867d73d
Ketch Up;Салаты;4abd1bc3-f4ab-087b-04b2-ebbcc1fc7313
Ketch Up;Супы;527970a1-11e0-7b40-3be0-643eabbc52d1
Ketch Up;Гриль и горячие блюда;17c001c4-ad86-9897-39f3-305b8b7d31f3
Ketch Up;Бургеры;553b7bb8-8f3d-0c79-b49b-9fc7148fd1b3
Ketch Up;Гарниры;8adbdef5-7968-4302-96c7-8778a5591c77
Ketch Up;Десерты;828b6563-dad3-fd14-c465-02efad4abf7c
Ketch Up;Топпинги;41c03d39-5932-d2ac-80d7-3aec7474236a
Ketch Up;Соусы;6e93b916-ad45-3ce5-25e1-8acd3c976528
BARBOSCO;Салаты и закуски;958cb262-bf51-ea55-5ad6-3395d9590d05
BARBOSCO;Пицца;ad68dc57-2e0b-53a8-4171-ab3be94afb0d
BARBOSCO;К вину;85b10865-d5ea-f376-b375-b337b0588ea9
BARBOSCO;Супы;6692a667-f907-fd7f-9c52-f5c2bafdb190
BARBOSCO;Мясо;de5ae834-b012-8376-ee52-c6a4e5e1cd60
BARBOSCO;Рыба;5f67e583-d128-f91a-de82-f2da67b4fff7
BARBOSCO;Овощи;68d1b8b6-6095-6920-08cf-c56910cd7752
BARBOSCO;Гарниры;3b74df25-5d18-34f5-b413-ae54c815c892
BARBOSCO;Хлеб;3bcb275c-61f4-8222-db2b-9739d5a746db
BARBOSCO;Десерты;71e2484b-2b74-58f9-4500-b7229cda5389
BARBOSCO;Добавки;0046f4bf-d1ef-52fb-34d7-e3461a4e0f78
BARBOSCO;Соки;d6316cd1-ccf1-6b6a-92af-7a1bf40e6d2d
BARBOSCO;Свежевыжатые соки;456a7a58-a636-5117-47eb-e7f030be279a
BARBOSCO;Минеральная вода;ac98a25c-a73b-5849-136e-2f2e41de1420
АССА;Салаты;469d6afc-a35e-0886-5f98-99ded0179661
АССА;Закуски;d6a14554-24e6-b7be-6624-71162942ce12
АССА;Холодные закуски;19028499-6835-cc90-ee66-71451735253e
АССА;Суп;62bd4695-734a-2e39-01ea-378218e8b0cc
АССА;Горячие блюда;4d068fcb-5522-dc41-1ea8-35b1f59cce45
АССА;Стейки;d7cc4286-173f-9693-afaf-ed5cde7dfa43
АССА;Шашлыки;76814b3e-116d-e87d-a3c2-15b7a576dcb0
АССА;Бургеры;a3202592-b130-cc75-7cb1-3f8fc042b0c3
АССА;Рыба и морепродукты;5e24cafb-cdcc-ad04-ac0b-cad226786f58
АССА;Вайнахская кухня;517d9e61-39df-d1a2-35db-cee6bd932f9d
АССА;Гарниры;78015bb0-7019-d358-c5f4-da2306369a48
АССА;Соус;52914f49-c258-1622-d1a7-512866eae312
АССА;Десерты;b67c16d0-c3c4-c90f-a1b0-b042e9cbc901
АССА;Напитки;9ff7341c-bffe-8f36-1e31-aa78325d5179
1-я Креветочная;Салаты;3e5bf6f4-e2bd-502b-6a23-02b0b395c47a
1-я Креветочная;Роллы и Вафли;8d814e0c-0c4f-30dd-5251-c1419eafcece
1-я Креветочная;Суп;a96c2402-96fe-3cd5-43df-2f59e698c10f
1-я Креветочная;Закуски;a93a77c6-8ac3-f691-647a-f0b4529aebcd
1-я Креветочная;Пятёрка креветок темпура;9d4ac2f2-de20-de44-421d-6700711fa43c
1-я Креветочная;Магаданские креветки;7796d0ee-0a95-009f-1798-bd96780c7018
Papa’s bar & Diner;Завтраки;3a2475b4-bc0a-d911-060d-219b5b4d8bca
Papa’s bar & Diner;Закуски;b475c083-78e5-6f06-8b23-5e06342ace25
Papa’s bar & Diner;Паста;74261972-4b1f-1a18-3802-f773f70c5235
Papa’s bar & Diner;Фирменные бургеры;20621786-4662-f6f4-8c00-d24036836eda
Papa’s bar & Diner;Супы;182bc373-1ab6-c480-f465-b92fab86ce39
Papa’s bar & Diner;Крафт бургеры;8a84b847-5abc-02ef-3e4d-183a4b4e816f
Papa’s bar & Diner;Сэндвичи;e5cc3605-ae7e-e21a-db34-11248c953a22
Papa’s bar & Diner;Знаменитые свиные ребрышки  Papa's;69a4d76c-f8b6-faa5-ae62-d56150c1a6dd
Papa’s bar & Diner;Салаты;3c44882d-971b-2d77-4d7f-b7b1fe3856b2
Papa’s bar & Diner;Горячие блюда;2ddb704e-c8d0-a198-c353-ed1d47baa440
Papa’s bar & Diner;Легендарные пиццы Papa's 30 см;fdd43306-4cbf-80b1-7033-e6592cd3c765
Papa’s bar & Diner;Гарниры;eb7c09cd-eaa5-f610-48c4-9f9ce66a1500
Papa’s bar & Diner;Десерты;cb7484d8-15d0-740d-d8fa-c36c842f2a51
Papa’s bar & Diner;Милкшейки;2d9e8773-33e9-16bd-8c68-426769795769
EAZZYPIZZY;Римская пицца;4e75ec08-8df0-ae7c-6f57-eccb5e71f214
EAZZYPIZZY;Комбо;5e1b5528-41ea-5593-14f1-64ab94a4d66b
EAZZYPIZZY;Eazzy chef (готовь дома);af6d9b4d-88dc-2167-8017-393d4a6f8899
EAZZYPIZZY;Джелато;d9592da5-b206-b924-ad9a-be892308059e
EAZZYPIZZY;Супы;424e2169-4771-0ec0-37c2-81c7664967f3
EAZZYPIZZY;Салаты;96834d87-b127-6b9c-7c14-a809f0fa529d
EAZZYPIZZY;Закуски;54566cf7-028a-c2be-8392-b728102e57f8
EAZZYPIZZY;Паста;215dd824-6936-0869-f8b7-e8b366ad9223
EAZZYPIZZY;Десерты;5c78ed94-c50f-01dd-c6df-cbd7e92f54ad
EAZZYPIZZY;Напитки;d5239fa5-8986-c755-6271-9c51f6a9b702
EAZZYPIZZY;Дополнительно;90b50158-b9f9-a4f0-8709-756c57329355
SUBZERO;NIGIRI;b9f5e6ae-0929-d03a-6a3f-547f75a12d8b
SUBZERO;SPICY SUSHI;e6a2ca25-ece9-7da6-e26f-d69fdc5a8965
SUBZERO;SASHIMI;01465336-83b2-6a65-386a-0dc16a4afce4
SUBZERO;TATAKI;c97850fd-eba1-00dd-8136-a7fd33cbe449
SUBZERO;STARTER;52ef95a3-a041-6d4f-1ac6-2791795b8e2f
SUBZERO;SALAD;b1466020-4df9-3dd3-0acb-13d60c905fc0
SUBZERO;SOUP;7c34e215-d177-dd5b-5530-e0c02a591887
SUBZERO;CRUNCH ROLL;5fb2d51e-b590-be10-3a72-09c729185ad8
SUBZERO;TARTAR ROLL;740b0ee4-53cf-f064-ade5-2e658335f22b
SUBZERO;SPECIAL ROLL;0bdb651e-85a1-863d-5cbd-bfb3f6f9c889
SUBZERO;TATAKI ROLL;65bf099f-d89e-cab7-eaa2-41ba35b4431a
SUBZERO;KIDS;daf3a44d-e766-cff6-7086-d1d9f2ed27a7
SUBZERO;YAKI;4dd34ac7-5bab-cbb1-9d25-638b28bae57b
SUBZERO;BOWL;454fbbaa-cd04-7b61-c3ed-d0fbb4bc2990
SUBZERO;DRINK;9e79fb7c-7d77-54e9-9eb9-7a5c8bdaac46
PRIME;Каши;aeb70a41-d766-3d87-4521-d617a4bfe708
PRIME;Блинчики;b377f831-e7dd-02c3-a764-32ae07b455eb
PRIME;Прочее;fd7ff0c1-2014-abb7-f5e6-78d5882a49fe
PRIME;Сандвичи на тостовом хлебе;30502a83-24d1-0a3f-5cf4-f63545b6bd3c
PRIME;Бейглы, краюшки;c62e0b01-0cc3-08e1-aac1-02dd5b19c6b6
PRIME;Круассаны;a92a4439-2d45-05db-51f0-8fdc6515b934
PRIME;Суши-Сандвичи;dfc797ee-05d7-6bac-0a34-38a9668dda5e
ТоДаСе;Закуски;37fb02ec-3370-7ffa-0b82-fb049de5f483
ТоДаСе;Закуски к пиву;6594d742-9deb-cdeb-7f70-611b08bf3af6
ТоДаСе;Салаты;052b8174-7dd7-86f7-00be-f92fd3baf421
ТоДаСе;Суши;cf489fd9-6a89-7734-b7f8-5a21c468d0ea
ТоДаСе;Острые суши;d66ad8d7-c478-517b-1b88-bd0e3a36ac1d
ТоДаСе;Острые сашими;09795a6d-6d1b-313e-7322-6c40e08d7c68
ТоДаСе;Роллы;5bd2c91c-c8c6-bd8b-35b9-3fecaadf3f33
ТоДаСе;Теплые роллы;ac635749-7bab-dbfc-b1aa-dda589ded68e
ТоДаСе;Сеты;58aee3b2-4920-c31d-33c1-5d13a4912aef
ТоДаСе;Сэндвичи/бургеры;760edbc5-f06a-4c0d-776a-29e9635d70bb
ТоДаСе;Пицца;2dee4833-56f8-a512-0724-c123758e90ef
ТоДаСе;Паста, рис и лапша;e570e930-b952-657c-7fa9-c32ea9db4504
ТоДаСе;Супы;3c664ddf-2626-e00b-7083-35551285466a
ТоДаСе;Горячее;6140b3e0-74e9-ec5e-8dbb-b2e059f411ac
ТоДаСе;Гарниры;46113551-a30f-8a89-53c4-b354b327e840
ТоДаСе;Хлеб;904ec35b-e724-d829-00a3-6b9e0438e089
ТоДаСе;Соусы;779d7bc8-7eed-76f5-bb7e-2e3c616d9b74
ТоДаСе;Десерты;18fafc97-0840-0ec8-0f20-53dde8ffad30
Mixsalad;MixSalad;0588587b-e8d0-9781-824a-34a3ebee7760
Mixsalad;MixSalad;111415af-06f1-8725-43e2-6d83d742d0cd
Mixsalad;Салаты;996e664a-f510-07a9-f8c0-48812df4ff1b
Subway;SUBWAY;b63a802e-64ff-07d5-eb4d-88e332f4a5cb
Subway;SUBWAY;02339040-f28f-44ed-9530-dc6f14e7f321
Subway;Сэндвичи 15 см.;4ab996b5-8218-1a51-2747-176a0534f701
Subway;Сэндвичи 30 см.;40cd1513-7908-a1de-e1e3-05d230394d48
Subway;Салаты;b28a4083-86fb-06ae-831a-2fd54141544f
Subway;Роллы;c6efe689-1c0a-3d1c-edde-a83d30f6bf35
Subway;Десерты;cd886dc9-4e12-ba30-078d-06f98079d255
Subway;Завтраки;772063ca-7afd-9897-1daa-c1c311a061df
Subway;Напитки;ff5bc76c-ef2b-e9fd-5649-9027a76fdd26
Larry & Krabs;Азия;f0eff60d-7f07-36a8-7c72-9454a1689e57
Larry & Krabs;Поке;8afd70cb-38fc-bb59-e825-87abb32ba55c
Larry & Krabs;Закуски;c0b547fb-c048-ef3d-ac31-7747a65eb424
Larry & Krabs;Салаты;9820afa2-3987-f3d8-e855-a4118db0e6df
Larry & Krabs;Spicy sushi;d81e9c3f-e383-09c2-f44b-99d95d801493
Larry & Krabs;Супы;f0c7f0c4-650e-c4c3-2082-1d6f6bf02709
Larry & Krabs;Основные блюда;b03766e7-3589-bc32-dad6-d41c8493a298
Larry & Krabs;Гарниры;605d36b8-6ba6-aedb-25bf-c244ddb83793
Larry & Krabs;Соусы;ae4e39a2-8813-8f25-a96f-22a8bfe180b1
Larry & Krabs;Рыба и морепродукты на гриле;cf078e8b-383d-b13d-8dd8-640ec4521cb8
Larry & Krabs;Десерты;3de95d72-b28b-05c6-62de-69ccbe5fecc6
Одесса-мама;Готовьте дома;7111cd36-9c45-a48b-9a23-3ffc36f0cf8b
Одесса-мама;Гриль меню на Проспекте Мира и Шаболовке;871b4557-8029-9815-1a5b-2d06a61e26d9
Одесса-мама;Холодные закуски;5496dbe9-a8e4-8bb2-8458-44afcc1e811f
Одесса-мама;Салаты;da1a0d2a-0136-7b82-1457-34b6afca1818
Одесса-мама;Вареники;931c7f1a-29c4-5db9-6aa0-2b9ab98bb23c
Одесса-мама;Горячие закуски;ebc86ba6-f1be-524a-f554-912348d09978
Одесса-мама;Суп;67094b30-1750-6942-ee9f-31fb8c905cb0
Одесса-мама;Мясо и Птица;1bbee4f2-6a78-c8d9-3cb2-c698029f32b0
Одесса-мама;Гарниры;9d0209d1-cd6e-7b8b-3521-303aea27b471
Одесса-мама;Хлеб;16327d71-5149-c60b-0722-086b79e90a4d
Одесса-мама;Сладкое;2ea125d0-22f4-b44c-df66-c77aa670cf49
Одесса-мама;Завтраки;eff2d45e-5022-9c03-97b8-4ef4fdb16f75
Одесса-мама;Безалкогольные и газированные напитки;3e590a02-513a-7ccf-7156-bdc5b3d1db6e
Одесса-мама;Рыба;3e9ccef7-e56b-ed07-8f4e-4469987f9ff3
Одесса-мама;ДОПОЛНИТЕЛЬНЫЕ УСЛУГИ;c2b210c2-34e5-6642-eb2f-0eae0bc1a4db
Primitivo;Салаты и закуски;74b77346-614b-8636-1755-0f109f9ee834
Primitivo;Основные блюда;cdd29712-fded-cafe-6969-b6fd9a872c6b
Primitivo;Ризотто;9ba5c809-1575-d9d1-9edb-1985963acf95
Primitivo;Блюда из мяса и птицы;3ee4dadb-2244-c41c-ad1b-c25f1aaee128
Primitivo;Блюда из рыбы;82966023-3cfa-4ed8-00fb-e30c191d3d8c
Primitivo;Морепродукты;fbd593bd-7fd5-764d-7ab0-b1e7f180de29
Cheesemania pizza&pasta;Холодные напитки;014227a0-31d9-b1a8-4946-568ed6a29f47
Cheesemania pizza&pasta;Супы;a68ecf0f-ff0f-16e3-929e-e717948267b1
Cheesemania pizza&pasta;Салаты;7d64c17c-16d2-1b75-59da-235894384a2e
Cheesemania pizza&pasta;Пицца;a1b5afc2-102d-7be3-bef7-167f389ee3ea
Cheesemania pizza&pasta;Пасты;652eace7-a967-25cf-531d-cf6cfc839d67
Cheesemania pizza&pasta;Паста в головке пармезана;502451a0-716e-baf3-c6d8-e798139de030
Cheesemania pizza&pasta;Закуски;07609da5-e706-e47b-689d-ab5cd36c6fd7
Cheesemania pizza&pasta;Завтраки;43403d79-d564-ebb4-0262-53b28abda9c8
Cheesemania pizza&pasta;Горячие закуски;327ef47a-704e-df0d-2eb2-898b3d830720
ББ&Бургерс;ББ & Бургерс;f43641cb-23d9-4c5e-3127-c3f43f450b36
ББ&Бургерс;ББ & Бургерс;15e97930-9819-1ed1-7ca1-52918bcaf361
ББ&Бургерс;Бургеры;ecbfd3f9-d767-b2ed-ea4b-87682f11d2c2
ББ&Бургерс;Шаурма;ed11c406-881f-1d3a-4159-088b8210672d
ББ&Бургерс;Десерты;26206264-c8ff-39ed-35fa-5870d076c6f5
ББ&Бургерс;Гарниры и закуски;56e15ef2-34db-28ab-6634-38ce7617c37d
ББ&Бургерс;Гриль;583a7102-1e23-7b9a-ecc6-b0aa06e2fc1b
ББ&Бургерс;Напитки;faa243d7-6815-8426-614d-3f3040c2054e
ББ&Бургерс;Соус на выбор;abbd8c63-cd90-9786-f6d0-a36be2a0821a
